81, 27, 1
26, 82, 2
54, 54, 2
67, 41, 1
68, 40, 1
54, 54, 1
40, 68, 1
27, 81, 2
82, 26, 1
27, 81, 1
13, 95, 2
42, 66, 1
55, 53, 1
54, 54, 1
68, 40, 2
54, 54, 1
55, 53, 1
68, 40, 1
67, 41, 2
54, 54, 1
26, 82, 2
41, 67, 1
68, 40, 1
27, 81, 2
41, 67, 1
41, 67, 1
95, 13, 1
108, 0, 1
13, 95, 2
55, 53, 1
68, 40, 2
54, 54, 2
41, 67, 2
68, 40, 1
40, 68, 2
28, 80, 2
81, 27, 1
41, 67, 1
81, 27, 2
41, 67, 2
54, 54, 1
13, 95, 2
41, 67, 2
81, 27, 2
41, 67, 1
67, 41, 2
40, 68, 1
41, 67, 1
80, 28, 2
81, 27, 1
55, 53, 1
40, 68, 1
68, 40, 1
28, 80, 2
81, 27, 2
53, 55, 2
55, 53, 1
54, 54, 1
81, 27, 2
68, 40, 1
41, 67, 1
27, 81, 2
95, 13, 1
81, 27, 2
41, 67, 1
67, 41, 1
39, 69, 2
53, 55, 2
68, 40, 2
40, 68, 2
40, 68, 1
67, 41, 2
13, 95, 2
41, 67, 1
55, 53, 1
41, 67, 2
41, 67, 2
54, 54, 1
68, 40, 1
40, 68, 1
81, 27, 1
54, 54, 1
14, 94, 2
41, 67, 2
67, 41, 2
95, 13, 1
40, 68, 2
54, 54, 2
54, 54, 2
81, 27, 1
53, 55, 2
94, 14, 1
54, 54, 1
54, 54, 1
40, 68, 2
68, 40, 1
54, 54, 1
55, 53, 1
53, 55, 1
40, 68, 1
55, 53, 1
26, 82, 2
26, 82, 1
53, 55, 1
27, 81, 1
82, 26, 1
81, 27, 2
67, 41, 2
40, 68, 1
54, 54, 2
67, 41, 2
40, 68, 1
81, 27, 1
26, 82, 2
56, 52, 1
40, 68, 2
67, 41, 2
27, 81, 2
67, 41, 1
42, 66, 1
54, 54, 2
54, 54, 1
41, 67, 2
40, 68, 1
55, 53, 1
67, 41, 2
68, 40, 2
13, 95, 2
95, 13, 1
27, 81, 2
40, 68, 2
67, 41, 1
54, 54, 1
41, 67, 1
54, 54, 1
68, 40, 1
54, 54, 1
53, 55, 1
68, 40, 1
42, 66, 1
41, 67, 1
54, 54, 1
40, 68, 1
67, 41, 1
14, 94, 2
69, 39, 1
68, 40, 1
55, 53, 2
68, 40, 1
68, 40, 1
53, 55, 2
40, 68, 2
68, 40, 2
41, 67, 2
54, 54, 1
52, 56, 2
53, 55, 2
54, 54, 1
41, 67, 2
53, 55, 2
54, 54, 1
41, 67, 2
67, 41, 2
55, 53, 1
67, 41, 2
68, 40, 1
39, 69, 2
55, 53, 1
54, 54, 1
40, 68, 2
54, 54, 1
67, 41, 1
68, 40, 1
40, 68, 2
55, 53, 2
53, 55, 2
54, 54, 1
81, 27, 2
27, 81, 2
67, 41, 1
68, 40, 1
41, 67, 1
53, 55, 2
66, 42, 1
41, 67, 1
53, 55, 2
67, 41, 2
67, 41, 1
55, 53, 1
14, 94, 2
69, 39, 1
55, 53, 1
41, 67, 2
53, 55, 2
54, 54, 1
54, 54, 2
67, 41, 2
54, 54, 2
42, 66, 1
53, 55, 1
54, 54, 2
28, 80, 1
14, 94, 2
108, 0, 1
81, 27, 1
67, 41, 1
80, 28, 2
81, 27, 1
41, 67, 2
54, 54, 1
40, 68, 1
40, 68, 1
27, 81, 2
39, 69, 2
53, 55, 2
28, 80, 2
40, 68, 1
55, 53, 2
81, 27, 1
55, 53, 1
81, 27, 1
40, 68, 2
26, 82, 2
41, 67, 2
54, 54, 2
55, 53, 1
27, 81, 1
68, 40, 1
28, 80, 2
53, 55, 2
81, 27, 2
40, 68, 2
27, 81, 2
67, 41, 2
54, 54, 2
39, 69, 2
27, 81, 2
28, 80, 1
41, 67, 1
40, 68, 1
28, 80, 1
27, 81, 2
56, 52, 2
26, 82, 2
82, 26, 1
41, 67, 2
81, 27, 1
81, 27, 2
67, 41, 1
67, 41, 1
40, 68, 1
54, 54, 2
54, 54, 1
67, 41, 2
40, 68, 2
68, 40, 2
67, 41, 2
68, 40, 2
54, 54, 2
41, 67, 1
68, 40, 1
67, 41, 2
53, 55, 2
66, 42, 2
27, 81, 2
55, 53, 1
67, 41, 1
55, 53, 2
41, 67, 1
68, 40, 2
53, 55, 1
82, 26, 1
54, 54, 2
41, 67, 1
27, 81, 2
55, 53, 1
68, 40, 1
80, 28, 1
67, 41, 1
54, 54, 2
68, 40, 1
69, 39, 1
40, 68, 2
40, 68, 1
53, 55, 2
41, 67, 2
54, 54, 2
54, 54, 1
27, 81, 2
27, 81, 2
54, 54, 2
68, 40, 1
40, 68, 2
53, 55, 1
40, 68, 2
40, 68, 2
55, 53, 2
67, 41, 2
81, 27, 1
54, 54, 1
55, 53, 1
41, 67, 1
54, 54, 2
40, 68, 2
54, 54, 1
67, 41, 1
67, 41, 2
53, 55, 2
68, 40, 2
82, 26, 1
55, 53, 2
54, 54, 2
80, 28, 2
81, 27, 1
54, 54, 1
55, 53, 1
80, 28, 2
68, 40, 1
27, 81, 1
41, 67, 2
54, 54, 2
67, 41, 2
81, 27, 1
41, 67, 1
67, 41, 2
54, 54, 1
55, 53, 2
67, 41, 2
55, 53, 1
40, 68, 2
54, 54, 1
68, 40, 1
54, 54, 2
81, 27, 1
81, 27, 2
27, 81, 2
54, 54, 2
40, 68, 1
55, 53, 2
54, 54, 2
28, 80, 2
53, 55, 2
54, 54, 1
94, 14, 2
94, 14, 1
68, 40, 1
53, 55, 2
55, 53, 2
28, 80, 2
41, 67, 1
82, 26, 1
54, 54, 1
54, 54, 1
81, 27, 2
